应用包名,com.duowan.live
应用名称,虎牙助手
应用PID,7376
机器内存大小(MB),2774.59MB
机器CPU型号,
Android系统版本,6.0
手机型号,MI 5
UID,10527
时间,栈顶Activity名称,应用占用内存PSS(MB),应用占用内存比(%),机器剩余内存(MB),应用占用CPU率(%),CPU总使用率(%),cpu0总使用率(%),cpu1总使用率(%),cpu2总使用率(%),cpu3总使用率(%),流量(KB),电量(%),电流(mA),温度(C),电压(V),帧率
2017-03-21 15:37:35,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},254.20,9.16,891.71,42.32,71.11,78.11,73.80,67.44,64.67,25837,100,N/A,34.2,4.153,-1.0
2017-03-21 15:37:40,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},254.81,9.18,891.43,38.17,69.27,75.18,73.02,64.97,63.55,26690,100,N/A,34.2,4.153,-1.0
2017-03-21 15:37:46,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},255.68,9.21,881.36,42.67,70.41,76.81,74.37,65.54,65.01,27546,100,N/A,34.2,4.153,-1.0
2017-03-21 15:37:51,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},256.06,9.23,872.75,43.31,70.80,77.27,74.14,66.48,65.26,28487,100,N/A,34.2,4.153,-1.0
2017-03-21 15:37:57,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},257.17,9.27,872.05,42.01,68.90,75.43,71.12,65.12,64.12,29371,100,N/A,34.2,4.153,-1.0
2017-03-21 15:38:02,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},257.55,9.28,870.59,42.47,68.29,74.65,71.71,64.72,62.28,30302,100,N/A,34.2,4.153,-1.0
2017-03-21 15:38:07,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},257.09,9.27,871.58,40.53,68.76,75.34,72.19,65.03,62.48,31260,100,N/A,34.2,4.153,-1.0
2017-03-21 15:38:13,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},257.28,9.27,871.26,41.37,68.82,74.66,72.04,64.98,63.89,32268,100,N/A,34.2,4.153,-1.0
2017-03-21 15:38:18,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},257.32,9.27,914.71,44.30,71.28,77.20,74.67,67.98,65.14,33260,100,N/A,34.2,4.153,-1.0
2017-03-21 15:38:24,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},257.96,9.30,918.46,44.15,69.64,75.82,73.08,65.50,64.47,34278,100,N/A,34.2,4.153,-1.0
2017-03-21 15:38:29,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},257.82,9.29,917.91,44.21,70.48,76.44,74.29,66.41,64.82,35293,100,N/A,34.2,4.153,-1.0
2017-03-21 15:38:35,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},259.99,9.37,915.78,44.43,73.11,79.22,75.95,69.79,67.53,36347,100,N/A,34.2,4.153,-1.0
2017-03-21 15:38:40,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},259.06,9.34,908.32,43.86,72.85,78.92,76.99,68.56,66.67,37445,100,N/A,35.7,4.112,-1.0
2017-03-21 15:38:46,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},258.80,9.33,908.21,45.91,70.24,76.72,74.07,65.99,64.07,38507,100,N/A,35.7,4.112,-1.0
2017-03-21 15:38:51,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},259.38,9.35,906.96,45.00,69.58,76.91,73.55,64.07,63.92,39541,100,N/A,35.7,4.112,-1.0
2017-03-21 15:38:56,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},260.01,9.37,905.60,45.85,72.64,79.18,76.31,68.38,66.54,40617,100,N/A,35.7,4.112,-1.0
2017-03-21 15:39:02,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},259.74,9.36,905.94,44.67,71.11,78.27,75.05,66.98,63.95,41723,100,N/A,35.7,4.112,-1.0
2017-03-21 15:39:07,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},260.36,9.38,895.49,45.29,70.29,76.34,72.62,67.35,65.04,42823,100,N/A,35.7,4.112,-1.0
2017-03-21 15:39:13,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},261.53,9.43,895.29,45.09,71.76,77.34,75.27,68.01,66.48,43946,100,N/A,35.7,4.112,-1.0
2017-03-21 15:39:18,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},261.11,9.41,894.34,45.25,70.18,77.18,72.29,66.31,65.43,45005,100,N/A,35.7,4.112,-1.0
2017-03-21 15:39:24,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},260.94,9.40,893.39,45.86,70.86,76.86,75.75,64.75,66.23,46095,99,N/A,37.0,4.132,-1.0
2017-03-21 15:39:29,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},262.71,9.47,880.39,45.77,71.06,77.67,74.81,65.05,66.60,47233,99,N/A,37.0,4.132,-1.0
2017-03-21 15:39:35,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},261.48,9.42,880.97,45.22,70.95,76.62,72.67,67.43,67.16,48321,99,N/A,37.0,4.132,-1.0
2017-03-21 15:39:40,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},261.46,9.42,880.54,43.37,71.80,77.07,75.61,67.65,66.98,49382,99,N/A,37.0,4.132,-1.0
2017-03-21 15:39:46,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},261.43,9.42,879.48,41.48,76.03,81.28,78.33,72.95,71.46,50467,99,N/A,37.0,4.132,-1.0
2017-03-21 15:39:51,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},262.25,9.45,877.93,46.29,71.42,77.43,74.42,65.73,68.13,51612,99,N/A,37.0,4.132,-1.0
2017-03-21 15:39:57,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},262.12,9.45,866.89,56.10,85.55,90.29,86.86,82.50,82.47,52759,99,N/A,37.0,4.132,-1.0
2017-03-21 15:40:02,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},262.59,9.46,865.14,44.94,70.00,76.43,73.08,67.27,63.33,53842,99,N/A,37.0,4.132,-1.0
2017-03-21 15:40:08,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},264.20,9.52,864.48,52.94,82.40,87.59,85.98,77.64,78.37,54965,99,N/A,37.0,4.132,-1.0
2017-03-21 15:40:14,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},264.58,9.54,863.18,57.06,86.61,90.13,88.66,84.18,83.24,56079,99,N/A,37.0,4.132,-1.0
2017-03-21 15:40:20,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},263.17,9.49,896.72,52.98,89.27,91.52,90.50,87.41,87.67,57196,99,N/A,37.0,4.132,-1.0
2017-03-21 15:40:25,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},264.35,9.53,900.18,54.70,85.63,89.44,87.43,82.85,82.70,58214,99,N/A,38.0,4.148,-1.0
2017-03-21 15:40:31,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},264.97,9.55,900.32,54.30,87.30,90.12,89.39,85.03,84.72,59299,99,N/A,38.0,4.148,-1.0
2017-03-21 15:40:37,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},263.83,9.51,899.86,53.59,88.06,91.25,89.57,85.95,85.50,60429,99,N/A,38.0,4.148,-1.0
2017-03-21 15:40:43,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},266.84,9.62,886.25,53.67,91.92,93.30,92.97,90.38,90.97,61606,99,N/A,38.0,4.148,-1.0
2017-03-21 15:40:49,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},265.36,9.56,892.68,54.08,91.24,93.03,91.97,89.69,90.24,62764,99,N/A,38.0,4.148,-1.0
2017-03-21 15:40:55,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},265.31,9.56,891.09,54.00,92.85,94.47,93.22,91.98,91.75,63872,99,N/A,38.0,4.148,-1.0
2017-03-21 15:41:01,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},265.63,9.57,890.09,53.23,92.51,93.81,93.45,91.72,91.09,65064,99,N/A,38.0,4.148,-1.0
2017-03-21 15:41:08,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},266.83,9.62,879.45,52.84,93.27,94.36,93.40,92.47,92.86,66147,99,N/A,38.0,4.148,-1.0
2017-03-21 15:41:14,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},267.04,9.62,877.98,54.37,89.41,92.22,91.25,87.10,86.96,67271,99,N/A,38.0,4.148,-1.0
2017-03-21 15:41:19,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},266.40,9.60,877.66,54.54,85.62,90.33,87.52,82.90,81.75,68378,99,N/A,38.0,4.148,-1.0
2017-03-21 15:41:25,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.46,9.68,875.36,55.90,86.19,89.65,87.50,84.27,83.42,69505,98,N/A,38.7,4.155,-1.0
2017-03-21 15:41:31,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.08,9.66,864.69,54.91,87.26,90.05,88.87,84.95,85.15,70663,98,N/A,38.7,4.155,-1.0
2017-03-21 15:41:38,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.19,9.67,865.75,53.55,89.40,91.72,91.31,87.36,87.26,71821,98,N/A,38.7,4.155,-1.0
2017-03-21 15:41:44,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},267.90,9.66,864.96,54.79,90.76,93.30,91.93,88.94,88.87,72972,98,N/A,38.7,4.155,-1.0
2017-03-21 15:41:50,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.31,9.71,861.74,54.34,91.48,93.63,92.40,90.26,89.62,74130,98,N/A,38.7,4.155,-1.0
2017-03-21 15:41:56,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},267.58,9.64,890.76,53.47,94.17,95.39,93.94,93.63,93.70,75253,98,N/A,38.7,4.155,-1.0
2017-03-21 15:42:02,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},267.73,9.65,893.36,51.39,93.06,94.35,93.68,92.17,92.03,76401,98,N/A,38.7,4.155,-1.0
2017-03-21 15:42:08,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},267.73,9.65,892.65,52.10,93.06,94.10,93.53,92.66,91.94,77518,98,N/A,39.0,4.144,-1.0
2017-03-21 15:42:14,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.53,9.68,892.28,53.77,88.91,91.88,90.27,86.55,86.90,78663,98,N/A,39.0,4.144,-1.0
2017-03-21 15:42:20,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.90,9.69,891.31,51.48,84.36,88.68,86.32,81.25,81.30,79647,98,N/A,39.0,4.144,-1.0
2017-03-21 15:42:26,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.64,9.72,880.88,53.53,86.02,90.52,88.56,83.51,81.59,80813,98,N/A,39.0,4.144,-1.0
2017-03-21 15:42:32,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.76,9.72,881.03,53.57,86.63,90.29,87.69,85.13,83.39,81939,98,N/A,39.0,4.144,-1.0
2017-03-21 15:42:38,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},270.21,9.74,878.35,52.08,88.38,91.65,90.15,86.53,85.16,83098,98,N/A,39.0,4.144,-1.0
2017-03-21 15:42:43,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},271.81,9.80,876.77,52.42,89.31,91.94,90.39,87.39,87.50,84211,98,N/A,39.0,4.144,-1.0
2017-03-21 15:42:49,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},270.46,9.75,866.71,53.35,87.40,90.68,89.57,84.69,84.60,85380,98,N/A,39.0,4.144,-1.0
2017-03-21 15:42:55,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},272.02,9.80,864.54,52.95,85.85,90.04,87.84,83.65,81.93,86473,98,N/A,39.0,4.144,-1.0
2017-03-21 15:43:01,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},270.66,9.76,869.24,52.46,86.66,89.29,88.91,84.52,84.03,87586,98,N/A,39.0,4.144,-1.0
2017-03-21 15:43:07,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},271.63,9.79,871.77,53.54,83.13,87.65,86.99,77.72,80.04,88726,97,N/A,39.7,4.139,-1.0
2017-03-21 15:43:13,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},270.83,9.76,860.91,52.05,85.53,90.16,87.82,82.10,82.06,89837,97,N/A,39.7,4.139,-1.0
2017-03-21 15:43:19,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},271.23,9.78,861.50,53.32,83.67,87.92,86.21,80.42,80.24,90952,97,N/A,39.7,4.139,-1.0
2017-03-21 15:43:25,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},271.18,9.77,861.22,52.40,84.55,88.70,86.84,81.39,81.27,92057,97,N/A,39.7,4.139,-1.0
2017-03-21 15:43:30,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},271.74,9.79,859.48,52.87,85.88,89.79,88.16,82.59,82.83,93168,97,N/A,39.7,4.139,-1.0
2017-03-21 15:43:36,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.73,9.72,850.59,51.68,88.01,90.80,90.30,85.57,85.35,94256,97,N/A,39.7,4.139,-1.0
2017-03-21 15:43:42,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},270.72,9.76,849.55,53.32,85.65,89.60,88.61,82.50,81.94,95418,97,N/A,39.7,4.139,-1.0
2017-03-21 15:43:48,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},271.21,9.77,849.12,53.45,85.77,89.35,87.04,83.77,82.86,96524,97,N/A,39.7,4.139,-1.0
2017-03-21 15:43:54,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},271.43,9.78,863.08,55.64,86.27,90.26,88.89,81.93,83.91,97701,97,N/A,39.7,4.139,-1.0
2017-03-21 15:44:00,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},272.46,9.82,903.34,54.01,84.64,88.67,86.78,81.83,81.36,98815,97,N/A,39.7,4.139,-1.0
2017-03-21 15:44:06,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.86,9.73,909.55,49.26,86.89,90.33,89.06,83.94,84.21,99961,97,N/A,40.2,4.129,-1.0
2017-03-21 15:44:12,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},271.89,9.80,906.76,54.14,87.56,90.18,88.75,85.59,85.76,101088,97,N/A,40.2,4.129,-1.0
2017-03-21 15:44:18,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},272.67,9.83,906.31,54.19,84.76,88.89,87.95,81.13,81.05,102205,97,N/A,40.2,4.129,-1.0
2017-03-21 15:44:24,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},273.00,9.84,905.31,53.57,86.07,89.72,89.28,82.56,82.81,103341,97,N/A,40.2,4.129,-1.0
2017-03-21 15:44:30,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},273.68,9.86,895.21,53.48,86.70,90.29,88.29,84.36,83.74,104443,97,N/A,40.2,4.129,-1.0
2017-03-21 15:44:36,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},272.35,9.82,896.31,52.20,85.35,89.33,87.80,83.04,81.15,105496,97,N/A,40.2,4.129,-1.0
2017-03-21 15:44:41,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},271.10,9.77,899.02,52.25,86.70,90.38,88.56,84.24,83.71,106610,97,N/A,40.2,4.129,-1.0
2017-03-21 15:44:47,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},273.08,9.84,896.15,52.84,87.33,90.88,89.61,84.42,84.33,107726,96,N/A,40.5,4.127,-1.0
2017-03-21 15:44:53,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},272.44,9.82,887.14,52.81,86.88,90.14,89.08,84.02,84.21,108840,96,N/A,40.5,4.127,-1.0
2017-03-21 15:44:59,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},272.57,9.82,886.96,52.18,83.66,88.42,86.42,80.24,79.41,110067,96,N/A,40.5,4.127,-1.0
2017-03-21 15:45:05,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},274.42,9.89,884.09,53.40,84.23,89.05,86.40,81.29,80.28,111169,96,N/A,40.5,4.127,-1.0
2017-03-21 15:45:11,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},271.56,9.79,886.88,53.12,85.81,90.12,87.54,82.62,82.97,112322,96,N/A,40.5,4.127,-1.0
2017-03-21 15:45:17,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},271.87,9.80,875.26,51.34,84.40,88.81,85.17,82.40,81.24,113417,96,N/A,40.5,4.127,-1.0
2017-03-21 15:45:23,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},273.74,9.87,879.36,53.70,84.70,89.01,86.76,82.14,80.97,114555,96,N/A,40.5,4.127,-1.0
2017-03-21 15:45:28,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},274.12,9.88,879.49,53.59,84.54,88.77,87.63,80.65,81.24,115694,96,N/A,40.5,4.127,-1.0
2017-03-21 15:45:34,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},272.19,9.81,879.95,54.73,88.40,92.11,89.67,85.91,85.91,116844,96,N/A,40.5,4.127,-1.0
2017-03-21 15:45:40,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},265.66,9.57,877.32,52.62,90.18,92.40,91.71,87.87,88.72,118026,96,N/A,41.0,4.129,-1.0
2017-03-21 15:45:47,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},265.61,9.57,876.92,51.63,89.76,92.59,91.38,87.15,87.83,119157,96,N/A,41.0,4.129,-1.0
2017-03-21 15:45:52,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},265.97,9.59,876.62,52.50,91.27,92.93,91.94,90.12,90.12,120291,96,N/A,41.0,4.129,-1.0
2017-03-21 15:45:58,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},265.28,9.56,875.04,51.16,90.72,93.03,92.05,89.39,88.44,121439,96,N/A,41.0,4.129,-1.0
2017-03-21 15:46:05,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},265.60,9.57,908.61,51.23,87.41,91.07,88.64,84.92,84.98,122576,96,N/A,41.0,4.129,-1.0
2017-03-21 15:46:11,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},265.51,9.57,912.45,53.20,85.20,89.38,87.09,82.34,81.97,123763,96,N/A,41.0,4.129,-1.0
2017-03-21 15:46:16,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},265.40,9.57,912.37,54.10,84.36,88.19,85.84,81.49,81.95,124832,96,N/A,41.0,4.129,-1.0
2017-03-21 15:46:22,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},265.81,9.58,911.43,53.75,87.01,90.32,89.17,84.47,84.09,125952,96,N/A,41.0,4.129,-1.0
2017-03-21 15:46:29,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},266.12,9.59,901.99,52.01,89.24,91.68,91.03,86.74,87.42,127143,96,N/A,41.0,4.129,-1.0
2017-03-21 15:46:35,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},265.85,9.58,901.38,55.36,86.56,89.92,87.21,84.96,84.20,128303,95,N/A,41.2,4.121,-1.0
2017-03-21 15:46:41,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},266.46,9.60,900.54,55.03,85.94,90.32,88.44,82.50,82.44,129460,95,N/A,41.2,4.121,-1.0
2017-03-21 15:46:47,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},266.24,9.60,899.77,54.82,87.24,89.50,89.25,85.59,84.68,130627,95,N/A,41.2,4.121,-1.0
2017-03-21 15:46:53,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},266.23,9.60,889.44,53.31,89.59,92.59,90.51,88.39,86.79,131782,95,N/A,41.2,4.121,-1.0
2017-03-21 15:46:59,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},267.62,9.65,888.94,56.54,86.76,90.42,89.04,84.05,83.42,132959,95,N/A,41.2,4.121,-1.0
